obsname,well_id,layer,row,col,land_elev_m,SWL_m,obs_head_m
obs_003638,79000005787,2,913,797,247.65838623,14.9352,232.72318622999998
obs_003639,9990040,2,1137,954,313.36663818,1.524,311.84263818
obs_003640,CZ532,2,912,387,319.97686768,11.8872,308.08966768
obs_003641,290409,2,1147,956,328.07495117,12.192,315.88295117
obs_003642,01000002248,2,765,754,258.26754761,0.0,258.26754761
obs_003643,342159,2,1209,890,411.17105103,26.5176,384.65345103
obs_003644,81000021364,2,1035,755,265.94650269,30.48,235.46650269
obs_003645,991509,2,1165,975,354.45376587,18.288,336.16576587
obs_003646,6402211,2,798,1171,248.72570801,1.7999956535339356,246.92571235646608
obs_003647,63000046354,2,984,777,327.48971558,28.956000000000003,298.53371558
obs_003648,23000010957,2,1012,660,277.28216553,1.2192,276.06296553
obs_003649,376546,2,1187,866,359.10592651,8.2296,350.87632651
obs_003650,17000010237,2,575,712,205.54911804,15.8496,189.69951804
obs_003651,TB838,2,803,414,229.16778564,0.45720000000000005,228.71058564
obs_003652,47000018483,2,1023,740,270.98260498,4.572,266.41060498
obs_003653,03000005602,2,994,565,220.83332825,28.346400000000003,192.48692825
obs_003654,51000004227,2,802,561,272.98904419,72.2376,200.75144419000003
obs_003655,293182,2,1148,1020,349.19024658,7.315200000000001,341.87504658
obs_003656,44000007702,2,939,797,252.87034607,16.764,236.10634607
obs_003657,5704225,2,822,1081,230.49813843,22.899944073486328,207.5981943565137
obs_003658,63000036942,2,1001,779,291.61755371,10.972800000000001,280.64475371
obs_003659,13000000631,2,1049,659,291.88354492,3.9624,287.92114492
obs_003660,2029851,2,1134,971,364.28317261,8.2296,356.05357261
obs_003661,47000015126,2,989,729,272.58590698,15.24,257.34590698
obs_003662,81000007819,2,1061,729,307.30310059,7.62,299.68310059
obs_003663,236755,2,1107,593,271.85891724,21.336000000000002,250.52291723999997
obs_003664,NM256,2,936,373,270.44424438,8.5344,261.90984438
obs_003665,4905958,2,861,1070,294.73999023,13.999966387939454,280.7400238420605
obs_003666,7041699,2,851,1049,455.28591919,2.39999435005188,452.88592483994813
obs_003667,JA651,2,713,369,350.83660889,6.7056000000000004,344.13100889
obs_003668,3400363,2,983,909,198.31803894,0.0,198.31803894
obs_003669,4101284,2,956,963,247.83366394,11.599972183227539,236.23369175677246
obs_003670,83000001320,2,809,624,449.06704712,83.51520000000001,365.55184712
obs_003671,10000001717,2,765,591,254.83752441,15.24,239.59752440999998
obs_003672,C1538,2,959,1383,501.94949341,21.031200000000002,480.91829341
obs_003673,3401868,2,964,893,210.05882263,0.0,210.05882263
obs_003674,81000006214,2,1047,752,277.86196899,27.127200000000002,250.73476898999996
obs_003675,79000005359,2,914,768,200.82521057,9.144,191.68121057
obs_003676,50000000455,2,1007,824,186.39248657,10.3632,176.02928656999998
obs_003677,636209,2,1179,959,351.77566528,21.336000000000002,330.43966528
obs_003678,83000001645,2,798,626,333.61325073,33.528,300.08525073
obs_003679,HZ532,2,837,320,259.60641479,27.432000000000002,232.17441478999996
obs_003680,AS065,2,686,308,465.40390015,6.096,459.30790015
obs_003681,538552,2,1113,968,383.32327271,8.5344,374.78887271
obs_003682,39000012375,2,1028,604,288.60003662,33.528,255.07203662000003
obs_003683,3800014,2,943,1090,179.63067627,5.19998724975586,174.43068902024416
obs_003684,11000014550,2,1044,548,214.320755,27.127200000000002,187.193555
obs_003685,70000024981,2,966,579,191.19529724,26.2128,164.98249724
obs_003686,1407005,2,847,947,315.46176147,19.499952767944336,295.9618087020557
obs_003687,1402911,2,820,955,266.28598022,3.699991017150879,262.58598920284913
obs_003688,38000014374,2,1043,713,290.97869873,9.7536,281.22509873
obs_003689,6706308,2,874,1024,402.13751221,5.499986961364747,396.63752524863526
obs_003690,56000001490,2,895,713,193.71220398,2.1336,191.57860398
obs_003691,80000014756,2,1050,576,230.13490295,8.5344,221.60050295
obs_003692,08000009897,2,1014,649,284.19290161,5.486400000000001,278.70650161
obs_003693,UV670,2,797,424,255.86682129,6.096,249.77082129
obs_003694,81000021792,2,1034,762,288.51104736,18.8976,269.61344736
obs_003695,33000001949,2,1013,702,291.43011475,4.572,286.85811474999997
obs_003696,317894,2,1180,884,364.4972229,15.8496,348.6476229
obs_003697,681547,2,518,98,358.13989258,8.5344,349.60549258
obs_003698,5302065,2,827,1286,89.81215668,4.5999886985778815,85.21216798142211
obs_003699,1705598,2,827,1051,417.40322876,10.699973629760743,406.70325513023926
obs_003700,25000017200,2,949,755,222.13145447,6.096,216.03545447
obs_003701,2048765,2,1196,685,239.5213623,4.572,234.9493623
obs_003702,53703,2,1144,927,261.35006714,21.336000000000002,240.01406714
obs_003703,63000081356,2,986,805,275.88223267,5.486400000000001,270.39583267
obs_003704,7201389,2,847,1143,85.67182159,0.0,85.67182159
obs_003705,50000006663,2,979,819,247.45440674,33.528,213.92640674
obs_003706,08000008076,2,1022,649,264.34646606,18.288,246.05846606
obs_003707,63000049914,2,984,767,306.30395508,15.8496,290.45435507999997
obs_003708,7181254,2,851,1136,78.1312561,0.0,78.1312561
obs_003709,41000010733,2,941,616,274.13461304,14.630400000000002,259.50421303999997
obs_003710,81000012646,2,1055,735,299.93527222,18.5928,281.34247222
obs_003711,05000003529,2,730,654,199.62382507,3.3528000000000002,196.27102507
obs_003712,28000015889,2,785,615,329.48886108,41.148,288.34086107999997
obs_003713,DA859,2,866,417,293.03118896,34.7472,258.28398896
obs_003714,57000002855,2,813,637,378.38256836,9.144,369.23856836
obs_003715,100174,2,1180,505,210.99850464,2.4384,208.56010464
obs_003716,487091,2,1178,857,315.02709961,12.192,302.83509961
obs_003717,63000020016,2,980,791,317.93255615,6.096,311.83655615
obs_003718,58000003716,2,1083,776,193.03207397,1.2192,191.81287397
obs_003719,80000006408,2,1036,577,234.29580688,27.432000000000002,206.86380687999997
obs_003720,82000001334,2,1041,781,208.91494751,1.8288000000000002,207.08614751
obs_003721,04000003003,2,748,768,238.34124756,4.8768,233.46444756
obs_003722,41000006680,2,938,593,246.57176208,12.192,234.37976208
obs_003723,1907034,2,851,1127,160.14814758,0.0,160.14814758
obs_003724,38000008146,2,1043,711,292.36306763,6.7056000000000004,285.65746763
obs_003725,14000004099,2,1087,585,251.33346558,0.0,251.33346558
obs_003726,279105,2,1266,707,292.73587036,6.096,286.63987036
obs_003727,6506249,2,912,1042,283.8923645,4.899988119506836,278.99237638049317
obs_003728,41000058971,2,982,609,244.86087036,8.5344,236.32647036
obs_003729,25000010340,2,962,764,232.00656128,7.62,224.38656128
obs_003730,5735874,2,765,1094,232.69190979,5.499986961364747,227.19192282863526
obs_003731,97957,2,1192,508,200.48406982,3.6576000000000004,196.82646982
obs_003732,428820,2,1140,916,237.05149841,12.192,224.85949841
obs_003733,977325,2,1139,973,360.99859619,8.5344,352.46419619
obs_003734,2004996,2,972,980,259.03335571,20.399950158691407,238.6334055513086
obs_003735,80505,2,1197,846,343.15097046,5.486400000000001,337.66457046
obs_003736,357522,2,1203,731,245.0072937,6.096,238.9112937
obs_003737,25000001875,2,955,756,216.67796326,9.144,207.53396326
obs_003738,1912233,2,845,1157,111.75518036,24.399940887451173,87.35523947254882
obs_003739,46000003482,2,1084,752,208.49050903,2.4384,206.05210903
obs_003740,14000002048,2,1084,577,257.99969482,2.1336,255.86609482
obs_003741,6402942,2,778,1160,249.58750916,7.599981454467774,241.98752770553222
obs_003742,946554,2,1172,783,255.36380005,9.7536,245.61020005
obs_003743,484155,2,1141,913,241.71438599,1.8288000000000002,239.88558599
obs_003744,63000053047,2,1005,785,284.32974243,2.7432000000000003,281.58654243
obs_003745,6710718,2,870,1019,449.85952759,9.799976239013672,440.05955135098634
obs_003746,79000005690,2,928,789,257.63955688,6.4008,251.23875687999998
obs_003747,6412268,2,776,1166,285.43832397,2.9999927558898927,282.4383312141101
obs_003748,29000003473,2,937,679,224.27944946,5.7912,218.48824946
obs_003749,98977,2,1190,497,205.13639832,2.4384,202.69799832
obs_003750,81000022428,2,1047,757,258.69021606,1.8288000000000002,256.86141606
obs_003751,6506528,2,905,1001,369.84811401,26.19993799438477,343.64817601561526
obs_003752, ,2,1063,1296,388.40844727,0.0,388.40844727
obs_003753,7111520,2,836,927,219.70968628,0.0,219.70968628
obs_003754,04000000448,2,727,778,192.56359863,1.8288000000000002,190.73479863
obs_003755,70000023985,2,949,580,198.28012085,9.7536,188.52652085
obs_003756,7043473,2,795,1223,223.0453186,14.699964358520509,208.3453542414795
obs_003757,58000006987,2,1099,782,176.33096313,8.8392,167.49176312999998
obs_003758,19000006607,2,977,682,248.25289917,7.62,240.63289917
obs_003759,431086,2,1119,965,344.04833984,19.2024,324.84593983999997
obs_003760,29000002489,2,942,696,198.96987915,5.1816,193.78827915
obs_003761,37000007538,2,871,665,287.18115234,3.3528000000000002,283.82835234
obs_003762,2506598,2,823,991,340.14065552,5.499986961364747,334.64066855863524
obs_003763,73000002845,2,922,716,196.47763062,0.3048,196.17283062
obs_003764,3307384,2,1006,884,179.02098083,0.0,179.02098083
obs_003765,01000002163,2,785,757,301.96347046,24.384,277.57947046
obs_003766,72000001208,2,817,679,375.29168701,28.346400000000003,346.94528700999996
obs_003767,64000007880,2,888,572,244.45202637,2.4384,242.01362637
obs_003768,987545,2,1295,721,277.10372925,4.572,272.53172925
obs_003769,29000002866,2,918,684,223.1051178,3.334512,219.7706058
obs_003770,4907589,2,858,1057,402.88397217,3.3999918869018555,399.48398028309816
obs_003771,1703243,2,852,1033,471.19476318,9.399976817321777,461.7947863626782
obs_003772,69000002581,2,736,703,416.64361572,45.110400000000006,371.53321572
obs_003773,6711155,2,872,1000,419.75814819,23.799942626953126,395.9582055630469
obs_003774,4701009,2,937,979,320.76306152,10.39997449951172,310.3630870204883
obs_003775,63000004729,2,994,770,306.11590576,13.716000000000001,292.39990575999997
obs_003776,44000006869,2,926,795,237.90254211,1.2192,236.68334211
obs_003777,58000013368,2,1098,770,201.21620178,10.668000000000001,190.54820178
obs_003778,OO880,2,869,433,203.91113281,15.24,188.67113281
obs_003779,994659,2,1164,928,343.29589844,7.010400000000001,336.28549843999997
obs_003780,NR399,2,989,416,223.56748962,18.8976,204.66988962
obs_003781,63000021071,2,1001,767,310.64648438,8.5344,302.11208438
obs_003782,81000010852,2,1035,768,252.12564087,4.572,247.55364087
obs_003783,MZ778,2,996,370,257.61688232,1.2192,256.39768232
obs_003784,25000002684,2,949,753,220.12033081,7.62,212.50033081
obs_003785,30000000654,2,1088,682,334.66708374,4.572,330.09508374
obs_003786,63000004502,2,995,768,311.86730957,7.62,304.24730956999997
obs_003787,5907522,2,547,937,379.97946167,0.0,379.97946167
obs_003788,20000003557,2,791,682,386.69259644,29.260800000000003,357.43179643999997
obs_003789,78000006695,2,971,727,258.18914795,3.048,255.14114795
obs_003790, ,2,1167,1041,341.58721924,32.9184,308.66881924
obs_003791,47000017382,2,1003,733,273.30886841,6.096,267.21286841
obs_003792,LT488,2,1006,390,258.25076294,20.7264,237.52436294
obs_003793,979506,2,1161,975,312.76776123,7.9248,304.84296123
obs_003794,253433,2,1105,594,272.20666504,31.0896,241.11706504000003
obs_003795,35379,2,1097,577,233.76693726,0.0,233.76693726
obs_003796,2804115,2,892,1069,210.53598022,0.59999858751297,209.93598163248703
obs_003797,11000005886,2,1065,539,204.01861572,23.1648,180.85381572
obs_003798,14000005143,2,1087,584,240.60293579,27.432000000000002,213.17093579
obs_003799,6803320,2,927,1071,225.41464233,3.699991017150879,221.7146513128491
obs_003800,59000002036,2,938,654,248.06242371,6.096,241.96642371
obs_003801,6924861,2,827,1115,307.70544434,38.09990698242188,269.6055373575781
obs_003802,969411,2,1209,948,301.66305542,17.6784,283.98465541999997
obs_003803,316416,2,1190,1000,411.45324707,21.336000000000002,390.11724706999996
obs_003804,28000009162,2,768,596,273.61608887,16.764,256.85208887
obs_003805,11000009659,2,1043,544,192.41629028,15.24,177.17629028
obs_003806,26000000136,2,862,712,213.92874146,5.486400000000001,208.44234146
obs_003807,34000006193,2,963,649,197.80149841,3.048,194.75349841
obs_003808,4709260,2,922,1005,320.98794556,6.099985221862793,314.88796033813725
obs_003809,347312,2,1209,853,382.73083496,0.0,382.73083496
obs_003810,643672,2,1114,961,325.93112183,21.945600000000002,303.98552183
obs_003811,11000005633,2,1074,534,194.63993835,2.1336,192.50633835
obs_003812,3002019,2,889,955,325.27441406,0.59999858751297,324.67441547248706
obs_003813,10000002275,2,770,568,178.93440247,0.0,178.93440247
obs_003814,63000013491,2,978,785,295.80957031,3.048,292.76157031
obs_003815,25000004332,2,942,755,216.23553467,5.1816,211.05393467
obs_003816,29000003913,2,930,687,229.66532898,18.288,211.37732898
obs_003817,GS896,2,901,345,268.8588562,6.096,262.7628562
obs_003818,76000000517,2,886,838,254.49848938,3.048,251.45048938
obs_003819,2500280,2,824,992,347.37210083,12.199970443725586,335.17213038627443
obs_003820,453645,2,1137,780,201.38298035,4.572,196.81098035
obs_003821,30000001793,2,1100,688,289.30505371,10.972800000000001,278.33225371
obs_003822,11000013710,2,1077,542,223.23558044,3.6576000000000004,219.57798044
obs_003823,59000007654,2,911,626,284.92602539,6.096,278.83002539
obs_003824,14000006616,2,1068,566,233.46899414,4.572,228.89699414
obs_003825,41000046950,2,946,621,298.70443726,34.7472,263.95723726
obs_003826,25000003153,2,947,769,222.72154236,4.572,218.14954236
obs_003827,70000005845,2,947,566,190.27674866,5.7912,184.48554866
obs_003828,43000000802,2,852,610,371.2649231,50.292,320.9729231
obs_003829,63000001889,2,1013,784,289.64297485,10.668000000000001,278.97497484999997
obs_003830,6705399,2,868,1033,422.31900024,4.5999886985778815,417.7190115414221
obs_003831,1400553,2,796,963,239.37638855,7.599981454467774,231.77640709553222
obs_003832,897058,2,1221,856,372.48590088,6.4008,366.08510087999997
obs_003833,687281,2,1298,747,309.32907104,9.7536,299.57547103999997
obs_003834,SD774,2,914,371,271.671875,6.7056000000000004,264.966275
obs_003835,3600595,2,743,1397,97.9330368,15.199962908935548,82.73307389106445
obs_003836,4403097,2,962,1036,235.62689209,9.099978268432618,226.5269138215674
obs_003837,6814490,2,925,1065,236.54229736,3.3999918869018555,233.14230547309813
obs_003838,440889,2,1187,950,315.30905151,16.154400000000003,299.15465151
obs_003839,34000013538,2,970,638,246.74053955,17.3736,229.36693954999998
obs_003840,3002542,2,857,937,300.16659546,21.299948712158205,278.8666467478418
obs_003841,965647,2,1175,977,353.96414185,3.6576000000000004,350.30654185
obs_003842,UZ764,2,698,384,370.0020752,0.0,370.0020752
obs_003843,28000011473,2,759,628,184.59906006,3.6576000000000004,180.94146006
obs_003844,4101301,2,957,966,241.43414307,0.0,241.43414307
obs_003845,05000001248,2,745,667,401.63500977,25.908,375.72700977
obs_003846,109837,2,1184,651,248.27558899,16.764,231.51158898999998
obs_003847,59000007952,2,925,654,291.80706787,14.630400000000002,277.17666787
obs_003848,1409580,2,719,948,208.04690552,2.6999936256408694,205.34691189435912
obs_003849,LN431,2,696,383,415.34799194,6.096,409.25199194
obs_003850,28000000699,2,771,616,267.19549561,33.528,233.66749561000003
obs_003851,41000012315,2,946,613,249.74891663,35.6616,214.08731663
obs_003852,2014206,2,1134,973,351.71224976,5.1816,346.53064976
obs_003853,132380,2,1260,709,285.73800659,14.325600000000001,271.41240659
obs_003854,6907105,2,852,1088,232.66514587,51.799875402832036,180.86527046716796
obs_003855,25000020600,2,946,768,233.39009094,15.24,218.15009093999998
obs_003856,744278,2,1157,925,317.95639038,21.336000000000002,296.62039038
obs_003857,44000006953,2,955,806,268.87261963,9.144,259.72861962999997
obs_003858,60000000068,2,737,726,266.44732666,4.8768,261.57052666
obs_003859,QV764,2,725,446,189.20858765,6.096,183.11258765
obs_003860,348238,2,1174,581,264.82196045,10.972800000000001,253.84916045
obs_003861,78000003265,2,962,711,232.30731201,6.096,226.21131201
obs_003862,943882,2,1293,737,293.28692627,10.972800000000001,282.31412627
obs_003863,2048001,2,1151,956,334.66424561,14.9352,319.72904561
obs_003864,23000005382,2,998,651,278.20996094,17.6784,260.53156093999996
obs_003865,03000017562,2,988,608,253.41700745,10.668000000000001,242.74900745
obs_003866,4704347,2,934,978,351.00408936,32.89992205810547,318.10416730189456
obs_003867,4810355,2,625,1048,231.35025024,0.0,231.35025024
obs_003868,465000,2,1181,973,348.56860352,4.572,343.99660352
obs_003869,856359,2,1301,750,307.7567749,9.144,298.6127749
obs_003870,45000006355,2,759,587,273.34747314,26.822400000000002,246.52507313999996
obs_003871,CT2325,2,1003,1187,626.98510742,39.624,587.3611074199999
obs_003872,47000001164,2,1023,740,270.98260498,29.5656,241.41700498000003
obs_003873,51000003201,2,792,579,226.71075439,0.0,226.71075439
obs_003874,252980,2,1182,965,346.97702026,9.7536,337.22342026
obs_003875,QK520,2,1006,403,255.66067505,33.528,222.13267505000002
obs_003876,FG632,2,931,421,208.53494263,22.86,185.67494262999998
obs_003877,6814358,2,925,1065,236.54229736,2.799993335723877,233.7423040242761
obs_003878,79000004460,2,933,774,229.25325012,13.1064,216.14685011999998
obs_003879,45000007936,2,743,604,224.85748291,13.716000000000001,211.14148290999998
obs_003880,SM309,2,896,388,301.87088013,13.716000000000001,288.15488013
obs_003881,1006661,2,1297,735,259.77890015,14.630400000000002,245.14850015000002
obs_003882,496036,2,1167,989,307.99197388,12.192,295.79997388
obs_003883,03000004700,2,994,569,222.30189514,35.052,187.24989514
obs_003884,45000003838,2,746,608,217.17330933,45.72,171.45330933
obs_003885,74000004669,2,954,839,235.95578003,4.572,231.38378003
obs_003886,94893,2,1286,750,343.72467041,8.5344,335.19027041
obs_003887,TQ385,2,936,371,259.16842651,3.6576000000000004,255.51082651000002
obs_003888,41000007719,2,978,613,244.29759216,27.432000000000002,216.86559216
obs_003889,2032467,2,1212,945,303.46298218,9.144,294.31898218
obs_003890,38000008189,2,1058,701,321.3760376,10.668000000000001,310.7080376
obs_003891,50000000335,2,1007,827,186.77735901,11.5824,175.19495901
obs_003892,26000004518,2,861,701,218.0703125,0.9144000000000001,217.1559125
obs_003893,41000024247,2,979,614,234.78474426,4.8768,229.90794426
obs_003894,44000010798,2,955,804,266.18481445,4.572,261.61281445
obs_003895,25000017731,2,948,772,234.17190552,10.668000000000001,223.50390552
obs_003896,255529,2,1180,938,336.38156128,8.8392,327.54236128
obs_003897,TQ099,2,935,366,263.54147339,12.8016,250.73987339
obs_003898,480604,2,1178,898,345.61721802,13.716000000000001,331.90121802
obs_003899,237304,2,1145,816,194.08207703,7.62,186.46207703
obs_003900,1105678,2,586,751,238.7472229,1.7999956535339356,236.94722724646607
obs_003901,5000124,2,921,984,354.50848389,7.2999823242187505,347.2085015657812
obs_003902,03000012685,2,1001,612,235.82543945,6.096,229.72943945
obs_003903,62000005509,2,917,581,222.19978333,14.020800000000001,208.17898333
obs_003904,58000009809,2,1070,799,178.55023193,3.048,175.50223193
obs_003905,28000017372,2,786,607,317.95602417,21.336000000000002,296.62002416999997
obs_003906,423774,2,1126,961,329.24160767,5.486400000000001,323.75520767
obs_003907,72000006751,2,814,676,349.62789917,3.048,346.57989917
obs_003908,3702658,2,781,1302,152.71400452,1.7999956535339356,150.91400886646608
obs_003909,NF307,2,735,422,208.12355042,4.572,203.55155041999998
obs_003910,78000002565,2,978,742,253.96864319,7.62,246.34864319
obs_003911,13000001496,2,1042,655,271.82287598,1.2192,270.60367598
obs_003912,5736176,2,818,1082,217.79115295,27.999932775878907,189.7912201741211
obs_003913,63000015398,2,977,805,314.75842285,12.192,302.56642285
obs_003914,436340,2,1173,939,317.58609009,6.096,311.49009009
obs_003915,RA920,2,782,451,222.21955872,8.5344,213.68515872
obs_003916,25000004459,2,936,764,225.86538696,16.764,209.10138695999999
obs_003917,6920252,2,824,1095,222.93431091,17.699957986450197,205.2343529235498
obs_003918,61000029142,2,918,570,205.11680603,3.048,202.06880603
obs_003919,81000018216,2,1039,737,292.82223511,15.24,277.58223511
obs_003920,23000016879,2,1004,669,277.96081543,6.4008,271.56001543
obs_003921,363315,2,1226,633,261.7303772,7.62,254.11037720000002
obs_003922,2915060,2,792,1257,157.95556641,0.0,157.95556641
obs_003923,58000006786,2,1093,779,186.07684326,9.144,176.93284326
obs_003924,752166,2,1162,1004,303.03952026,16.154400000000003,286.88512026
obs_003925,CW546,2,806,336,245.25538635,0.0,245.25538635
obs_003926,701872,2,1133,1005,280.85617065,10.668000000000001,270.18817065
obs_003927,38000008183,2,1057,684,314.01028442,5.486400000000001,308.52388442
obs_003928,2505240,2,791,973,261.53845215,3.3999918869018555,258.1384602630982
obs_003929,17000001882,2,601,714,183.61651611,9.144,174.47251611
obs_003930,1409000,2,817,958,248.92376709,0.8999978267669678,248.02376926323305
obs_003931,68000002411,2,772,738,319.04077148,37.1856,281.85517147999997
obs_003932,342832,2,1148,1020,349.19024658,3.048,346.14224658
obs_003933,72000004579,2,796,684,357.94012451,2.1336,355.80652451
obs_003934,29000003985,2,916,672,247.62449646,5.1816,242.44289646
obs_003935,79000005809,2,913,807,245.75137329,1.2192,244.53217329
obs_003936,41000015471,2,954,614,243.66114807,34.4424,209.21874807
obs_003937,26000012557,2,863,712,210.16572571,5.7912,204.37452571
obs_003938,76000003950,2,888,821,240.23707581,2.4384,237.79867581
obs_003939,2804144,2,885,1070,231.05329895,2.39999435005188,228.65330459994811
obs_003940,5715276,2,782,1033,183.07637024,2.39999435005188,180.6763758899481
obs_003941,41000014253,2,951,613,240.85011292,22.86,217.99011292
obs_003942,40000006484,2,761,633,199.58604431,3.048,196.53804431
obs_003943,DE608,2,950,383,321.9977417,29.8704,292.1273417
obs_003944,188460,2,1135,926,260.41195679,3.048,257.36395679
obs_003945,258153,2,1197,562,208.10090637,0.6096,207.49130637
obs_003946,DF778,2,798,330,272.60876465,10.668000000000001,261.94076465
obs_003947,5710943,2,797,1091,244.80125427,0.0,244.80125427
obs_003948,2005523,2,976,985,240.00852966,14.599964648437501,225.4085650115625
obs_003949,338396,2,1172,927,318.96728516,12.192,306.77528516
obs_003950,05000005845,2,748,655,362.95565796,0.0,362.95565796
obs_003951,64000001696,2,884,560,277.0289917,22.86,254.1689917
obs_003952,09000001249,2,889,733,184.44309998,3.3528000000000002,181.09029998
obs_003953,LT583,2,753,408,224.75061035,6.096,218.65461034999998
obs_003954,40000003636,2,773,648,359.46847534,24.384,335.08447534
obs_003955,76000002155,2,892,826,249.82080078,8.2296,241.59120078
obs_003956,2205501,2,769,1352,129.72515869,6.39998493347168,123.32517375652832
obs_003957,430724,2,1214,945,305.06668091,15.24,289.82668091
obs_003958,112307,2,1099,999,238.4644165,16.764,221.7004165
obs_003959,LF025,2,925,366,257.51470947,4.2672,253.24750947
obs_003960,29000001642,2,929,699,213.07823181,25.6032,187.47503181000002
obs_003961,2800462,2,902,1067,250.52693176,2.39999435005188,248.1269374099481
obs_003962,5103555,2,794,1186,247.82624817,17.399957693481447,230.42629047651857
obs_003963,50000004367,2,980,824,223.99682617,3.6576000000000004,220.33922617
obs_003964,UN648,2,809,359,263.04385376,12.4968,250.54705375999998
obs_003965,TX308,2,520,226,184.66386414,8.8392,175.82466413999998
obs_003966,79000005639,2,916,786,232.46595764,0.0,232.46595764
obs_003967,03000002627,2,998,559,184.42570496,9.4488,174.97690495999998
obs_003968,17000004974,2,576,715,186.82133484,3.048,183.77333484
obs_003969,GS553,2,950,1199,286.18185425,0.0,286.18185425
obs_003970,63000037109,2,994,810,224.88240051,0.0,224.88240051
obs_003971,34000004614,2,972,633,260.31085205,24.9936,235.31725204999998
obs_003972,512822,2,1173,761,248.41456604,21.336000000000002,227.07856604
obs_003973,47000034365,2,1019,761,269.89413452,7.9248,261.96933452
obs_003974,70000012247,2,975,592,205.85044861,4.2672,201.58324861
obs_003975,16000005067,2,702,689,235.75411987,30.1752,205.57891987000002
obs_003976,415503079424601,2,1068,1095,431.38565063,0.0,431.38565063
obs_003977,40000000372,2,766,663,374.95321655,23.7744,351.17881654999996
obs_003978,YG545,2,906,413,282.41479492,13.1064,269.30839492
obs_003979,44000009896,2,942,804,264.10128784,2.7432000000000003,261.35808784
obs_003980,1401747,2,848,945,307.1534729,5.7999860916137695,301.3534868083862
obs_003981,13000007080,2,1029,653,265.32885742,0.381,264.94785742000005
obs_003982,11000006516,2,1069,554,249.55044556,27.432000000000002,222.11844556
obs_003983,4904758,2,852,1083,234.46148682,35.09991335449219,199.36157346550783
obs_003984,187958,2,1158,828,250.61361694,18.8976,231.71601694
obs_003985,2044466,2,1229,812,295.67993164,12.192,283.48793164
obs_003986,5725802,2,756,1103,227.81646729,5.19998724975586,222.61648004024414
obs_003987,7169615,2,796,1265,113.45975494,3.8999907279968262,109.55976421200317
obs_003988,50000011656,2,978,819,236.94746399,4.572,232.37546399
obs_003989,41000011114,2,932,597,260.13415527,12.192,247.94215527
obs_003990,416032,2,1196,884,345.03128052,9.144,335.88728052
obs_003991,7112380,2,900,995,352.38088989,14.899963778686525,337.48092611131347
obs_003992,40000003139,2,777,640,335.41055298,23.1648,312.24575297999996
obs_003993,2202250,2,741,1305,214.76158142,2.9999927558898927,211.7615886641101
obs_003994,FO816,2,808,377,269.70065308,39.624,230.07665308
obs_003995,25000014872,2,972,774,277.17440796,14.630400000000002,262.54400796
obs_003996,41000000983,2,976,597,205.56632996,6.096,199.47032996
obs_003997,412003080081901,2,1135,1063,420.21911621,9.144,411.07511621
obs_003998,47000016331,2,984,761,293.5390625,40.2336,253.3054625
obs_003999,25000007461,2,964,763,240.50639343,9.144,231.36239343
obs_004000,47000028478,2,1016,751,278.1338501,3.048,275.0858501
obs_004001,319044,2,1176,736,223.54634094,12.8016,210.74474093999999
obs_004002,63000021545,2,989,808,258.94412231,4.572,254.37212231
obs_004003,5100975,2,793,1192,210.60211182,6.099985221862793,204.5021265981372
obs_004004,14000017404,2,1086,557,237.95263672,6.4008,231.55183671999998
obs_004005,3701567,2,797,1304,86.88258362,3.699991017150879,83.18259260284913
obs_004006,54000005653,2,899,638,302.09814453,2.4384,299.65974453
obs_004007,GS772,2,585,294,497.28027344,6.096,491.18427343999997
obs_004008,6806012,2,918,1063,249.20474243,16.499960302734376,232.70478212726564
obs_004009,33000000271,2,1018,703,303.15698242,4.572,298.58498242
obs_004010,25000014578,2,982,753,264.91876221,18.288,246.63076221
obs_004011,5713882,2,780,1083,348.34616089,48.19988583984375,300.14627505015625
obs_004012,70000024644,2,973,578,200.08554077,21.336000000000002,178.74954076999998
obs_004013,58000018834,2,1088,777,194.27833557,6.096,188.18233557
obs_004014,2028095,2,1152,957,336.08496094,15.24,320.84496093999996
obs_004015,46000008689,2,1086,733,238.27442932,4.572,233.70242932
obs_004016,OU057,2,754,416,213.80450439,9.144,204.66050439
obs_004017,2101224,2,1051,838,194.59355164,15.199962908935548,179.39358873106443
obs_004018,3304421,2,1006,905,183.06187439,0.0,183.06187439
obs_004019,2028792,2,1248,702,297.77728271,21.640800000000002,276.13648271
obs_004020,409364,2,1185,966,343.01507568,4.572,338.44307568
obs_004021,6803910,2,931,1076,209.77822876,4.2999898590087895,205.4782389009912
obs_004022,868301,2,1115,790,183.62524414,19.5072,164.11804414
obs_004023,39000024084,2,1054,632,287.59362793,15.24,272.35362793
obs_004024,81000001835,2,1024,760,273.8416748,10.668000000000001,263.1736748
obs_004025,47000004141,2,1014,758,275.58660889,9.144,266.44260889
obs_004026,2043057,2,1117,798,180.53320312,4.7244,175.80880312
obs_004027,414603080084401,2,1087,1060,425.46435547,21.336000000000002,404.12835547
obs_004028,3404613,2,952,904,229.85882568,6.099985221862793,223.7588404581372
obs_004029,29000002743,2,930,703,208.95970154,5.486400000000001,203.47330154
obs_004030,61000004197,2,519,329,195.08938599,9.7536,185.33578599
obs_004031,09000000951,2,900,743,178.14859009,5.7912,172.35739009
